Id,Category
0,0
1,10
2,8
3,9
4,7
5,3
6,9
7,10
8,0
9,2
10,3
11,0
12,9
13,10
14,0
15,4
16,9
17,4
18,2
19,9
20,3
21,5
22,3
23,3
24,2
25,3
26,10
27,4
28,9
29,1
30,2
31,9
32,9
33,1
34,5
35,1
36,2
37,10
38,10
39,2
40,6
41,2
42,2
43,2
44,5
45,1
46,10
47,3
48,8
49,9
50,10
51,1
52,3
53,3
54,0
55,8
56,7
57,9
58,6
59,4
60,5
61,8
62,6
63,3
64,10
65,8
66,1
67,9
68,4
69,10
70,2
71,5
72,6
73,1
74,9
75,7
76,4
77,9
78,2
79,9
80,0
81,3
82,9
83,8
84,6
85,0
86,4
87,4
88,10
89,9
90,3
91,4
92,0
93,9
94,6
95,6
96,9
97,2
98,6
99,10
100,9
101,3
102,8
103,2
104,4
105,7
106,6
107,5
108,9
109,0
110,5
111,5
112,4
113,3
114,9
115,4
116,9
117,7
118,9
119,3
120,4
121,5
122,3
123,0
124,1
125,8
126,5
127,8
128,10
129,9
130,5
131,3
132,3
133,3
134,9
135,2
136,3
137,10
138,3
139,1
140,2
141,4
142,5
143,5
144,1
145,4
146,9
147,8
148,8
149,4
150,5
151,4
152,7
153,3
154,1
155,1
156,9
157,2
158,8
159,4
160,5
161,8
162,5
163,5
164,9
165,8
166,8
167,8
168,3
169,9
170,8
171,2
172,3
173,4
174,9
175,2
176,2
177,10
178,8
179,7
180,3
181,8
182,9
183,6
184,6
185,9
186,8
187,4
188,6
189,4
190,1
191,3
192,3
193,4
194,4
195,4
196,8
197,9
198,4
199,9
200,9
201,2
202,4
203,7
204,4
205,4
206,7
207,9
208,10
209,4
210,2
211,4
212,10
213,3
214,2
215,0
216,8
217,3
218,6
219,0
220,8
221,8
222,2
223,7
224,5
225,5
226,9
227,9
228,6
229,3
230,7
231,2
232,7
233,2
234,3
235,9
236,0
237,10
238,4
239,7
240,2
241,3
242,2
243,4
244,2
245,4
246,4
247,9
248,10
249,9
250,9
251,3
252,2
253,2
254,5
255,2
256,0
257,9
258,4
259,4
260,8
261,8
262,4
263,10
264,4
265,9
266,1
267,3
268,0
269,9
270,4
271,3
272,10
273,4
274,4
275,1
276,9
277,8
278,1
279,9
280,9
281,9
282,2
283,0
284,10
285,0
286,2
287,4
288,3
289,10
290,9
291,4
292,9
293,4
294,4
295,6
296,7
297,4
298,10
299,5
300,8
301,9
302,8
303,1
304,0
305,10
306,8
307,0
308,9
309,3
310,0
311,3
312,7
313,8
314,9
315,3
316,7
317,4
318,7
319,9
320,3
321,2
322,5
323,0
324,4
325,8
326,5
327,6
328,10
329,4
330,9
331,0
332,7
333,9
334,4
335,9
336,3
337,1
338,5
339,10
340,9
341,6
342,5
343,3
344,0
345,4
346,4
347,6
348,4
349,9
350,4
351,3
352,6
353,2
354,7
355,5
356,4
357,10
358,10
359,4
360,4
361,5
362,10
363,4
364,8
365,5
366,4
367,1
368,9
369,4
370,9
371,4
372,1
373,4
374,3
375,3
376,9
377,9
378,8
379,5
380,10
381,6
382,3
383,9
384,4
385,3
386,4
387,10
388,10
389,1
390,0
391,7
392,10
393,8
394,7
395,2
396,8
397,8
398,4
399,9
400,9
401,1
402,9
403,9
404,6
405,3
406,10
407,5
408,8
409,4
410,9
411,7
412,3
413,7
414,3
415,7
416,4
417,4
418,0
419,8
420,5
421,9
422,2
423,8
424,3
425,8
426,6
427,9
428,9
429,9
430,9
431,2
432,4
433,8
434,3
435,2
436,8
437,10
438,1
439,9
440,10
441,4
442,9
443,3
444,5
445,3
446,0
447,10
448,0
449,2
450,4
451,9
452,3
453,9
454,6
455,6
456,4
457,8
458,8
459,6
460,10
461,9
462,10
463,4
464,2
465,4
466,6
467,6
468,9
469,0
470,5
471,4
472,8
473,2
474,9
475,6
476,6
477,1
478,2
479,6
480,0
481,2
482,3
483,1
484,8
485,5
486,9
487,9
488,5
489,9
490,3
491,6
492,7
493,2
494,5
495,1
496,8
497,5
498,9
499,10
500,6
501,1
502,5
503,6
504,0
505,6
506,6
507,8
508,10
509,10
510,2
511,6
512,9
513,4
514,4
515,2
516,9
517,9
518,6
519,3
520,1
521,3
522,6
523,9
524,2
525,2
526,6
527,9
528,6
529,0
530,4
531,9
532,4
533,6
534,7
535,10
536,3
537,4
538,8
539,7
540,2
541,1
542,3
543,0
544,9
545,8
546,0
547,5
548,3
549,6
550,9
551,2
552,9
553,6
554,4
555,9
556,1
557,2
558,9
559,2
560,7
561,1
562,0
563,8
564,0
565,4
566,5
567,9
568,8
569,9
570,9
571,8
572,4
573,5
574,8
575,4
576,8
577,0
578,3
579,0
580,1
581,5
582,9
583,9
584,3
585,6
586,2
587,4
588,7
589,5
590,9
591,4
592,4
593,5
594,2
595,9
596,0
597,3
598,4
599,4
600,5
601,10
602,7
603,6
604,6
605,9
606,9
607,4
608,3
609,3
610,4
611,9
612,8
613,8
614,9
615,10
616,8
617,9
618,4
619,9
620,7
621,4
622,4
623,4
624,6
625,3
626,3
627,8
628,1
629,6
630,3
631,3
632,2
633,2
634,9
635,2
636,9
637,1
638,8
639,0
640,10
641,0
642,9
643,1
644,4
645,0
646,7
647,1
648,5
649,3
650,7
651,10
652,8
653,5
654,1
655,5
656,5
657,8
658,9
659,3
660,2
661,6
662,0
663,4
664,9
665,1
666,0
667,2
668,6
669,4
670,7
671,9
672,1
673,8
674,4
675,5
676,3
677,2
678,5
679,2
680,2
681,0
682,2
683,4
684,8
685,4
686,6
687,4
688,10
689,6
690,2
691,9
692,2
693,5
694,4
695,8
696,6
697,8
698,4
699,9
700,3
701,9
702,10
703,0
704,1
705,10
706,8
707,7
708,5
709,4
710,4
711,8
712,6
713,9
714,6
715,4
716,4
717,5
718,4
719,9
720,0
721,6
722,4
723,10
724,9
725,4
726,5
727,3
728,1
729,0
730,8
731,1
732,2
733,6
734,4
735,1
736,3
737,7
738,2
739,7
740,3
741,7
742,3
743,3
744,7
745,4
746,8
747,7
748,6
749,8
750,4
751,2
752,4
753,5
754,2
755,2
756,8
757,10
758,9
759,10
760,2
761,4
762,0
763,7
764,1
765,3
766,4
767,9
768,2
769,10
770,6
771,4
772,5
773,5
774,3
775,4
776,1
777,2
778,5
779,4
780,4
781,6
782,4
783,9
784,6
785,2
786,9
787,0
788,8
789,10
790,4
791,8
792,7
793,9
794,7
795,9
796,9
797,2
798,4
799,2
800,4
801,3
802,0
803,8
804,4
805,3
806,10
807,8
808,10
809,4
810,4
811,9
812,0
813,5
814,4
815,4
816,9
817,2
818,3
819,2
820,10
821,8
822,9
823,10
824,4
825,3
826,4
827,8
828,9
829,0
830,4
831,3
832,8
833,3
834,2
835,6
836,5
837,0
838,2
839,3
840,5
841,10
842,5
843,2
844,1
845,8
846,3
847,4
848,8
849,8
850,0
851,9
852,0
853,3
854,10
855,10
856,10
857,10
858,0
859,5
860,1
861,1
862,0
863,9
864,3
865,4
866,2
867,6
868,8
869,3
870,2
871,0
872,5
873,6
874,9
875,0
876,8
877,8
878,1
879,10
880,5
881,9
882,9
883,6
884,4
885,9
886,0
887,4
888,5
889,4
890,6
891,1
892,5
893,4
894,6
895,2
896,3
897,5
898,4
899,9
900,6
901,10
902,8
903,3
904,5
905,3
906,7
907,5
908,9
909,9
910,10
911,7
912,4
913,2
914,4
915,3
916,0
917,3
918,9
919,4
920,9
921,3
922,8
923,9
924,9
925,6
926,9
927,1
928,4
929,9
930,9
931,5
932,2
933,4
934,9
935,5
936,1
937,9
938,8
939,1
940,9
941,3
942,3
943,10
944,2
945,10
946,7
947,8
948,6
949,4
950,7
951,10
952,6
953,9
954,3
955,1
956,6
957,6
958,8
959,9
960,2
961,4
962,7
963,10
964,4
965,7
966,9
967,5
968,2
969,4
970,10
971,0
972,1
973,2
974,3
975,2
976,7
977,5
978,1
979,4
980,0
981,6
982,3
983,9
984,3
985,1
986,8
987,2
988,8
989,9
990,5
991,7
992,8
993,6
994,2
995,8
996,3
997,2
998,9
999,4
1000,9
1001,2
1002,10
1003,7
1004,3
1005,6
1006,3
1007,4
1008,4
1009,2
1010,5
1011,0
1012,6
1013,8
1014,4
1015,10
1016,4
1017,5
1018,8
1019,9
1020,10
1021,9
1022,5
1023,8
1024,9
1025,5
1026,10
1027,4
1028,10
1029,5
1030,10
1031,4
1032,7
1033,3
1034,1
1035,10
1036,8
1037,8
1038,5
1039,8
1040,9
1041,1
1042,9
1043,9
1044,3
1045,9
1046,9
1047,4
1048,4
1049,9
1050,8
1051,3
1052,9
1053,8
1054,8
1055,5
1056,0
1057,8
1058,3
1059,9
1060,10
1061,10
1062,2
1063,10
1064,9
1065,3
1066,4
1067,10
1068,4
1069,9
1070,4
1071,6
1072,3
1073,9
1074,10
1075,4
1076,8
1077,9
1078,3
1079,10
1080,9
1081,4
1082,7
1083,9
1084,4
1085,3
1086,7
1087,2
1088,1
1089,4
1090,1
1091,10
1092,1
1093,5
1094,8
1095,1
1096,10
1097,2
1098,1
1099,6
1100,7
1101,1
1102,5
1103,4
1104,6
1105,7
1106,9
1107,10
1108,8
1109,9
1110,0
1111,9
1112,2
1113,9
1114,3
1115,3
1116,9
1117,5
1118,4
1119,6
1120,0
1121,9
1122,2
1123,4
1124,1
1125,9
1126,6
1127,3
1128,8
1129,4
1130,3
1131,8
1132,1
1133,4
1134,4
1135,8
1136,9
1137,9
1138,0
1139,0
1140,9
1141,3
1142,6
1143,5
1144,8
1145,4
1146,8
1147,10
1148,3
1149,10
1150,4
1151,2
1152,4
1153,9
1154,2
1155,9
1156,5
1157,5
1158,2
1159,3
1160,9
1161,8
1162,9
1163,9
1164,3
1165,9
1166,3
1167,5
1168,0
1169,5
1170,4
1171,9
1172,7
1173,2
1174,8
1175,0
1176,10
1177,1
1178,4
1179,4
1180,1
1181,6
1182,4
1183,1
1184,1
1185,6
1186,5
1187,4
1188,1
1189,9
1190,7
1191,8
1192,8
1193,6
1194,10
1195,3
1196,9
1197,5
1198,4
1199,9
1200,4
1201,0
1202,1
1203,3
1204,8
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,0
1212,5
1213,10
1214,2
1215,1
1216,8
1217,10
1218,0
1219,9
1220,10
1221,4
1222,5
1223,1
1224,6
1225,6
1226,8
1227,6
1228,1
1229,9
1230,1
1231,0
1232,10
1233,10
1234,4
1235,8
1236,4
1237,0
1238,4
1239,9
1240,2
1241,4
1242,8
1243,9
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,5
1254,4
1255,7
1256,4
1257,10
1258,8
1259,1
1260,0
1261,2
1262,1
1263,0
1264,4
1265,9
1266,5
1267,10
1268,8
1269,8
1270,2
1271,2
1272,2
1273,4
1274,0
1275,3
1276,4
1277,4
1278,8
1279,2
1280,1
1281,1
1282,9
1283,5
1284,0
1285,2
1286,3
1287,9
1288,10
1289,9
1290,8
1291,8
1292,5
1293,4
1294,4
1295,4
1296,2
1297,4
1298,9
1299,3
1300,9
1301,1
1302,5
1303,1
1304,0
1305,1
1306,2
1307,9
1308,2
1309,1
1310,0
1311,3
1312,2
1313,9
1314,0
1315,3
1316,4
1317,8
1318,5
1319,10
1320,8
1321,6
1322,3
1323,9
1324,4
1325,2
1326,6
1327,4
1328,4
1329,1
1330,10
1331,4
1332,1
1333,2
1334,5
1335,4
1336,10
1337,1
1338,9
1339,1
1340,5
1341,1
1342,4
1343,8
1344,9
1345,7
1346,8
1347,7
1348,7
1349,7
1350,8
1351,5
1352,1
1353,1
1354,8
1355,7
1356,5
1357,6
1358,2
1359,9
1360,0
1361,4
1362,5
1363,2
1364,10
1365,6
1366,6
1367,9
1368,9
1369,9
1370,8
1371,9
1372,6
1373,2
1374,9
1375,4
1376,10
1377,8
1378,4
1379,8
1380,4
1381,3
1382,8
1383,3
1384,5
1385,4
1386,4
1387,8
1388,9
1389,1
1390,10
1391,4
1392,2
1393,4
1394,8
1395,2
1396,10
1397,2
1398,8
1399,9
1400,1
1401,9
1402,9
1403,2
1404,9
1405,4
1406,3
1407,6
1408,5
1409,2
1410,0
1411,4
1412,6
1413,8
1414,8
1415,9
1416,8
1417,0
1418,3
1419,0
1420,10
1421,0
1422,3
1423,0
1424,10
1425,1
1426,4
1427,7
1428,5
1429,2
1430,9
1431,7
1432,8
1433,5
1434,8
1435,6
1436,5
1437,6
1438,4
1439,5
1440,9
1441,3
1442,1
1443,8
1444,10
1445,8
1446,1
1447,10
1448,6
1449,0
1450,3
1451,4
1452,8
1453,9
1454,3
1455,0
1456,9
1457,9
1458,4
1459,4
1460,4
1461,5
1462,2
1463,5
1464,4
1465,5
1466,1
1467,9
1468,1
1469,2
1470,2
1471,7
1472,2
1473,2
1474,0
1475,6
1476,9
1477,5
1478,4
1479,6
1480,9
1481,4
1482,9
1483,4
1484,4
1485,1
1486,4
1487,3
1488,8
1489,6
1490,1
1491,3
1492,8
1493,1
1494,10
1495,9
1496,9
1497,0
1498,4
1499,10
1500,10
1501,6
1502,8
1503,9
1504,9
1505,9
1506,6
1507,7
1508,9
1509,3
1510,4
1511,10
1512,7
1513,3
1514,5
1515,9
1516,10
1517,5
1518,5
1519,1
1520,5
1521,1
1522,3
1523,0
1524,4
1525,5
1526,6
1527,4
1528,4
1529,4
1530,10
1531,6
1532,2
1533,4
1534,8
1535,2
1536,0
1537,5
1538,2
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,7
1547,2
1548,10
1549,4
1550,2
1551,8
1552,6
1553,10
1554,5
1555,2
1556,6
1557,0
1558,6
1559,9
1560,3
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,7
1568,1
1569,4
1570,3
1571,8
1572,10
1573,3
1574,10
1575,4
1576,2
1577,9
1578,1
1579,7
1580,9
1581,6
1582,8
1583,9
1584,8
1585,3
1586,4
1587,5
1588,4
1589,4
1590,2
1591,10
1592,4
1593,10
1594,8
1595,4
1596,10
1597,7
1598,3
1599,10
1600,9
1601,4
1602,4
1603,9
1604,8
1605,8
1606,3
1607,4
1608,7
1609,6
1610,2
1611,0
1612,9
1613,9
1614,6
1615,7
1616,4
1617,9
1618,3
1619,3
1620,4
1621,0
1622,1
1623,1
1624,2
1625,2
1626,9
1627,2
1628,9
1629,1
1630,5
1631,0
1632,5
1633,9
1634,8
1635,3
1636,3
1637,8
1638,5
1639,1
1640,2
1641,4
1642,5
1643,4
1644,4
1645,2
1646,1
1647,8
1648,1
1649,8
1650,7
1651,10
1652,10
1653,0
1654,9
1655,3
1656,3
1657,3
1658,5
1659,4
1660,8
1661,4
1662,1
1663,5
1664,4
1665,4
1666,8
1667,0
1668,1
1669,4
1670,0
1671,6
1672,6
1673,2
1674,9
1675,4
1676,5
1677,4
1678,5
1679,3
1680,6
1681,5
1682,4
1683,3
1684,5
1685,10
1686,9
1687,3
1688,8
1689,10
1690,2
1691,2
1692,5
1693,9
1694,5
1695,9
1696,8
1697,2
1698,9
1699,5
1700,4
1701,9
1702,8
1703,3
1704,4
1705,8
1706,7
1707,10
1708,3
1709,6
1710,3
1711,10
1712,5
1713,4
1714,1
1715,9
1716,2
1717,4
1718,9
1719,5
1720,3
1721,7
1722,4
1723,4
1724,1
1725,9
1726,3
1727,10
1728,1
1729,3
1730,1
1731,1
1732,9
1733,5
1734,7
1735,3
1736,0
1737,6
1738,0
1739,8
1740,5
1741,0
1742,9
1743,9
1744,3
1745,0
1746,10
1747,4
1748,9
1749,9
1750,3
1751,4
1752,3
1753,6
1754,3
1755,4
1756,3
1757,6
1758,4
1759,9
1760,3
1761,4
1762,9
1763,6
1764,1
1765,9
1766,3
1767,5
1768,4
1769,8
1770,5
1771,8
1772,7
1773,5
1774,4
1775,8
1776,10
1777,9
1778,3
1779,1
1780,4
1781,8
1782,2
1783,9
1784,9
1785,7
1786,4
1787,4
1788,1
1789,9
1790,8
1791,0
1792,9
1793,0
1794,4
1795,9
1796,5
1797,8
1798,2
1799,1
1800,1
1801,4
1802,4
1803,8
1804,6
1805,4
1806,9
1807,5
1808,9
1809,2
1810,9
1811,4
1812,4
1813,1
1814,10
1815,2
1816,6
1817,3
1818,5
1819,7
1820,9
1821,10
1822,9
1823,0
1824,1
1825,2
1826,1
1827,9
1828,3
1829,5
1830,8
1831,2
1832,8
1833,9
1834,6
1835,1
1836,3
1837,9
1838,6
1839,8
1840,4
1841,4
1842,0
1843,8
1844,5
1845,5
1846,5
1847,2
1848,3
1849,8
1850,5
1851,5
1852,6
1853,4
1854,7
1855,1
1856,6
1857,7
1858,1
1859,6
1860,9
1861,2
1862,0
1863,3
1864,8
1865,3
1866,2
1867,1
1868,1
1869,3
1870,1
1871,5
1872,2
1873,10
1874,5
1875,9
1876,8
1877,3
1878,4
1879,6
1880,3
1881,8
1882,5
1883,3
1884,4
1885,0
1886,9
1887,8
1888,8
1889,2
1890,4
1891,9
1892,9
1893,7
1894,3
1895,0
1896,3
1897,5
1898,0
1899,4
1900,2
1901,3
1902,3
1903,7
1904,8
1905,1
1906,3
1907,5
1908,1
1909,7
1910,10
1911,3
1912,3
1913,2
1914,9
1915,9
1916,5
1917,5
1918,8
1919,3
1920,8
1921,8
1922,10
1923,0
1924,4
1925,5
