Id,Category
0,0
1,10
2,4
3,9
4,6
5,3
6,4
7,10
8,0
9,2
10,4
11,0
12,9
13,10
14,5
15,4
16,9
17,4
18,5
19,9
20,3
21,5
22,3
23,3
24,9
25,3
26,10
27,4
28,9
29,3
30,5
31,9
32,9
33,10
34,5
35,2
36,5
37,10
38,10
39,2
40,6
41,2
42,2
43,2
44,5
45,1
46,10
47,3
48,10
49,9
50,10
51,1
52,3
53,3
54,0
55,8
56,5
57,9
58,6
59,9
60,5
61,8
62,6
63,3
64,10
65,8
66,2
67,9
68,4
69,10
70,5
71,5
72,5
73,1
74,9
75,7
76,4
77,9
78,2
79,9
80,0
81,2
82,9
83,8
84,6
85,0
86,4
87,4
88,10
89,6
90,3
91,5
92,0
93,9
94,6
95,6
96,9
97,2
98,6
99,10
100,9
101,5
102,5
103,2
104,4
105,7
106,6
107,5
108,9
109,3
110,5
111,5
112,2
113,3
114,9
115,4
116,9
117,6
118,9
119,3
120,4
121,5
122,0
123,5
124,4
125,8
126,5
127,8
128,10
129,9
130,5
131,0
132,3
133,0
134,9
135,2
136,0
137,10
138,3
139,1
140,1
141,4
142,5
143,5
144,1
145,4
146,9
147,5
148,9
149,4
150,9
151,4
152,9
153,4
154,10
155,1
156,9
157,4
158,8
159,4
160,5
161,3
162,5
163,5
164,9
165,5
166,5
167,8
168,3
169,9
170,8
171,2
172,3
173,4
174,9
175,2
176,2
177,10
178,8
179,5
180,4
181,8
182,9
183,6
184,5
185,9
186,4
187,4
188,2
189,4
190,2
191,3
192,2
193,4
194,4
195,5
196,8
197,9
198,0
199,9
200,9
201,3
202,5
203,7
204,4
205,4
206,0
207,9
208,10
209,2
210,1
211,5
212,10
213,2
214,2
215,0
216,10
217,0
218,6
219,5
220,0
221,2
222,2
223,7
224,5
225,5
226,9
227,9
228,6
229,3
230,7
231,9
232,7
233,2
234,4
235,9
236,4
237,10
238,4
239,6
240,5
241,0
242,8
243,4
244,7
245,5
246,3
247,9
248,10
249,5
250,9
251,3
252,2
253,2
254,5
255,0
256,0
257,9
258,4
259,4
260,8
261,8
262,4
263,10
264,4
265,9
266,1
267,3
268,0
269,9
270,4
271,2
272,10
273,4
274,5
275,0
276,9
277,2
278,9
279,9
280,9
281,9
282,2
283,0
284,10
285,0
286,2
287,4
288,0
289,10
290,9
291,4
292,9
293,8
294,5
295,6
296,7
297,4
298,8
299,5
300,8
301,9
302,8
303,1
304,0
305,10
306,8
307,3
308,9
309,3
310,0
311,0
312,7
313,8
314,9
315,0
316,7
317,4
318,5
319,9
320,1
321,2
322,5
323,0
324,4
325,5
326,5
327,6
328,10
329,4
330,9
331,0
332,5
333,9
334,4
335,2
336,3
337,2
338,5
339,10
340,9
341,6
342,5
343,3
344,0
345,5
346,4
347,6
348,4
349,9
350,4
351,5
352,6
353,2
354,6
355,9
356,4
357,10
358,10
359,4
360,4
361,5
362,10
363,9
364,8
365,5
366,4
367,2
368,2
369,6
370,9
371,4
372,4
373,4
374,0
375,4
376,9
377,9
378,2
379,5
380,10
381,6
382,6
383,2
384,4
385,3
386,4
387,10
388,10
389,3
390,4
391,7
392,10
393,8
394,7
395,9
396,8
397,8
398,10
399,9
400,9
401,4
402,9
403,9
404,6
405,3
406,10
407,5
408,5
409,4
410,9
411,7
412,3
413,9
414,3
415,6
416,4
417,4
418,9
419,2
420,5
421,9
422,2
423,0
424,3
425,5
426,6
427,9
428,9
429,9
430,5
431,0
432,8
433,8
434,3
435,2
436,8
437,10
438,4
439,9
440,10
441,4
442,9
443,9
444,5
445,3
446,5
447,10
448,0
449,9
450,4
451,9
452,4
453,2
454,6
455,6
456,2
457,8
458,8
459,7
460,10
461,9
462,10
463,4
464,2
465,4
466,7
467,7
468,9
469,0
470,5
471,4
472,8
473,2
474,9
475,9
476,6
477,2
478,4
479,2
480,9
481,4
482,5
483,1
484,10
485,5
486,9
487,9
488,5
489,9
490,5
491,8
492,7
493,2
494,5
495,2
496,8
497,5
498,5
499,10
500,6
501,1
502,5
503,6
504,0
505,6
506,6
507,8
508,10
509,10
510,2
511,6
512,9
513,4
514,0
515,2
516,9
517,9
518,5
519,3
520,5
521,3
522,7
523,9
524,2
525,2
526,6
527,9
528,6
529,0
530,4
531,1
532,4
533,9
534,7
535,10
536,2
537,5
538,8
539,6
540,10
541,1
542,5
543,0
544,9
545,8
546,0
547,5
548,3
549,5
550,9
551,2
552,9
553,6
554,4
555,9
556,9
557,5
558,9
559,5
560,0
561,1
562,5
563,8
564,0
565,4
566,5
567,9
568,5
569,9
570,2
571,5
572,4
573,5
574,2
575,4
576,8
577,0
578,4
579,0
580,1
581,5
582,9
583,9
584,4
585,6
586,2
587,2
588,6
589,5
590,9
591,4
592,4
593,5
594,2
595,9
596,0
597,0
598,4
599,4
600,5
601,10
602,0
603,6
604,5
605,9
606,9
607,5
608,3
609,9
610,5
611,5
612,5
613,3
614,9
615,10
616,8
617,9
618,4
619,9
620,7
621,4
622,4
623,5
624,6
625,3
626,3
627,5
628,2
629,6
630,4
631,0
632,2
633,2
634,9
635,8
636,9
637,1
638,8
639,6
640,10
641,0
642,9
643,4
644,6
645,0
646,7
647,9
648,5
649,3
650,7
651,10
652,8
653,5
654,2
655,5
656,5
657,5
658,9
659,9
660,2
661,6
662,8
663,9
664,9
665,1
666,0
667,2
668,9
669,4
670,7
671,9
672,2
673,2
674,5
675,5
676,3
677,5
678,5
679,2
680,2
681,3
682,4
683,5
684,8
685,9
686,6
687,4
688,10
689,6
690,5
691,9
692,4
693,5
694,4
695,8
696,6
697,8
698,0
699,9
700,0
701,9
702,10
703,0
704,0
705,10
706,8
707,7
708,5
709,9
710,5
711,8
712,6
713,9
714,6
715,4
716,4
717,5
718,4
719,9
720,10
721,6
722,4
723,10
724,9
725,4
726,5
727,3
728,5
729,4
730,10
731,4
732,8
733,5
734,4
735,1
736,3
737,0
738,1
739,7
740,3
741,3
742,3
743,3
744,7
745,4
746,10
747,2
748,6
749,8
750,4
751,2
752,4
753,5
754,4
755,4
756,8
757,10
758,9
759,10
760,2
761,4
762,0
763,7
764,1
765,3
766,2
767,9
768,5
769,10
770,6
771,4
772,5
773,5
774,3
775,5
776,1
777,5
778,5
779,4
780,4
781,9
782,4
783,9
784,6
785,8
786,9
787,0
788,8
789,10
790,4
791,8
792,7
793,9
794,7
795,9
796,9
797,2
798,0
799,2
800,4
801,3
802,4
803,8
804,0
805,3
806,10
807,8
808,10
809,4
810,9
811,9
812,0
813,5
814,4
815,4
816,9
817,2
818,9
819,10
820,10
821,8
822,9
823,10
824,4
825,3
826,4
827,4
828,9
829,0
830,0
831,3
832,8
833,0
834,4
835,6
836,5
837,8
838,9
839,3
840,5
841,10
842,5
843,0
844,8
845,9
846,3
847,4
848,0
849,8
850,5
851,1
852,0
853,3
854,10
855,10
856,10
857,10
858,0
859,5
860,1
861,4
862,5
863,9
864,3
865,0
866,2
867,10
868,8
869,5
870,2
871,4
872,5
873,6
874,9
875,3
876,8
877,4
878,5
879,10
880,5
881,9
882,9
883,6
884,4
885,3
886,0
887,4
888,5
889,4
890,6
891,2
892,5
893,4
894,6
895,2
896,3
897,5
898,4
899,9
900,6
901,10
902,8
903,3
904,5
905,3
906,7
907,5
908,9
909,9
910,10
911,4
912,4
913,2
914,4
915,3
916,5
917,3
918,9
919,5
920,9
921,4
922,8
923,9
924,9
925,2
926,9
927,4
928,4
929,9
930,9
931,2
932,2
933,4
934,0
935,5
936,1
937,9
938,8
939,1
940,9
941,4
942,3
943,10
944,2
945,10
946,7
947,2
948,10
949,4
950,7
951,4
952,6
953,9
954,1
955,2
956,6
957,6
958,8
959,5
960,2
961,4
962,5
963,10
964,4
965,0
966,9
967,5
968,2
969,4
970,10
971,0
972,2
973,2
974,3
975,2
976,7
977,5
978,1
979,0
980,0
981,6
982,3
983,9
984,6
985,2
986,8
987,2
988,10
989,2
990,5
991,6
992,5
993,6
994,2
995,8
996,4
997,2
998,9
999,4
1000,9
1001,5
1002,10
1003,7
1004,3
1005,6
1006,0
1007,5
1008,4
1009,2
1010,5
1011,0
1012,6
1013,5
1014,0
1015,10
1016,4
1017,5
1018,8
1019,9
1020,8
1021,9
1022,5
1023,8
1024,9
1025,5
1026,10
1027,4
1028,10
1029,2
1030,10
1031,4
1032,7
1033,9
1034,8
1035,10
1036,8
1037,5
1038,5
1039,8
1040,9
1041,5
1042,9
1043,9
1044,3
1045,9
1046,1
1047,5
1048,4
1049,9
1050,10
1051,9
1052,9
1053,5
1054,8
1055,9
1056,0
1057,5
1058,3
1059,9
1060,10
1061,10
1062,5
1063,5
1064,9
1065,5
1066,4
1067,10
1068,9
1069,9
1070,4
1071,6
1072,0
1073,9
1074,10
1075,5
1076,8
1077,5
1078,3
1079,10
1080,9
1081,5
1082,7
1083,9
1084,4
1085,3
1086,10
1087,0
1088,4
1089,4
1090,1
1091,10
1092,2
1093,5
1094,5
1095,9
1096,10
1097,2
1098,1
1099,6
1100,7
1101,9
1102,5
1103,4
1104,6
1105,2
1106,9
1107,10
1108,8
1109,9
1110,0
1111,9
1112,2
1113,9
1114,3
1115,3
1116,9
1117,5
1118,4
1119,5
1120,6
1121,9
1122,7
1123,4
1124,1
1125,9
1126,6
1127,5
1128,8
1129,4
1130,5
1131,10
1132,2
1133,6
1134,4
1135,8
1136,9
1137,9
1138,0
1139,0
1140,9
1141,3
1142,9
1143,2
1144,9
1145,10
1146,0
1147,10
1148,3
1149,10
1150,4
1151,2
1152,4
1153,9
1154,2
1155,9
1156,5
1157,5
1158,2
1159,3
1160,9
1161,8
1162,9
1163,9
1164,4
1165,2
1166,2
1167,5
1168,0
1169,5
1170,4
1171,9
1172,7
1173,2
1174,8
1175,0
1176,10
1177,1
1178,4
1179,4
1180,5
1181,6
1182,3
1183,9
1184,9
1185,6
1186,5
1187,4
1188,5
1189,9
1190,7
1191,2
1192,8
1193,6
1194,10
1195,3
1196,0
1197,5
1198,4
1199,9
1200,5
1201,0
1202,2
1203,3
1204,8
1205,5
1206,8
1207,9
1208,9
1209,3
1210,9
1211,0
1212,5
1213,10
1214,2
1215,2
1216,8
1217,10
1218,5
1219,9
1220,10
1221,4
1222,5
1223,1
1224,6
1225,6
1226,8
1227,6
1228,10
1229,9
1230,2
1231,4
1232,10
1233,10
1234,4
1235,8
1236,4
1237,0
1238,4
1239,9
1240,0
1241,5
1242,8
1243,9
1244,9
1245,8
1246,4
1247,5
1248,3
1249,5
1250,8
1251,9
1252,10
1253,5
1254,8
1255,7
1256,4
1257,10
1258,8
1259,1
1260,0
1261,2
1262,0
1263,0
1264,4
1265,9
1266,5
1267,10
1268,10
1269,6
1270,2
1271,2
1272,0
1273,0
1274,5
1275,0
1276,4
1277,4
1278,10
1279,1
1280,1
1281,2
1282,9
1283,5
1284,0
1285,5
1286,1
1287,9
1288,10
1289,9
1290,8
1291,8
1292,5
1293,4
1294,4
1295,5
1296,2
1297,0
1298,9
1299,0
1300,9
1301,2
1302,5
1303,1
1304,0
1305,1
1306,2
1307,9
1308,2
1309,4
1310,0
1311,3
1312,9
1313,4
1314,10
1315,3
1316,4
1317,10
1318,5
1319,10
1320,2
1321,6
1322,3
1323,9
1324,4
1325,2
1326,2
1327,4
1328,4
1329,1
1330,10
1331,4
1332,2
1333,10
1334,5
1335,4
1336,10
1337,1
1338,2
1339,1
1340,5
1341,8
1342,4
1343,8
1344,9
1345,7
1346,4
1347,7
1348,0
1349,6
1350,8
1351,5
1352,1
1353,1
1354,8
1355,0
1356,5
1357,6
1358,2
1359,9
1360,0
1361,4
1362,5
1363,5
1364,10
1365,7
1366,6
1367,9
1368,9
1369,9
1370,8
1371,9
1372,6
1373,2
1374,9
1375,4
1376,10
1377,2
1378,4
1379,8
1380,4
1381,3
1382,8
1383,3
1384,5
1385,4
1386,4
1387,8
1388,9
1389,1
1390,10
1391,5
1392,2
1393,5
1394,2
1395,2
1396,10
1397,2
1398,8
1399,9
1400,2
1401,9
1402,9
1403,9
1404,9
1405,4
1406,3
1407,6
1408,5
1409,2
1410,5
1411,4
1412,6
1413,8
1414,8
1415,9
1416,5
1417,0
1418,5
1419,0
1420,10
1421,0
1422,3
1423,0
1424,10
1425,5
1426,4
1427,0
1428,5
1429,2
1430,9
1431,7
1432,8
1433,5
1434,8
1435,6
1436,5
1437,6
1438,5
1439,5
1440,9
1441,3
1442,5
1443,10
1444,10
1445,8
1446,1
1447,10
1448,6
1449,0
1450,3
1451,4
1452,8
1453,9
1454,0
1455,0
1456,9
1457,9
1458,4
1459,0
1460,5
1461,5
1462,2
1463,2
1464,4
1465,5
1466,9
1467,9
1468,2
1469,2
1470,2
1471,9
1472,2
1473,2
1474,0
1475,4
1476,9
1477,5
1478,5
1479,6
1480,9
1481,5
1482,9
1483,4
1484,4
1485,10
1486,4
1487,3
1488,8
1489,0
1490,2
1491,3
1492,8
1493,1
1494,10
1495,9
1496,9
1497,4
1498,4
1499,10
1500,10
1501,6
1502,8
1503,4
1504,9
1505,9
1506,9
1507,7
1508,2
1509,5
1510,0
1511,10
1512,3
1513,3
1514,5
1515,9
1516,10
1517,5
1518,5
1519,2
1520,5
1521,2
1522,6
1523,0
1524,4
1525,5
1526,5
1527,4
1528,4
1529,4
1530,10
1531,8
1532,9
1533,4
1534,6
1535,3
1536,8
1537,5
1538,9
1539,9
1540,9
1541,6
1542,4
1543,6
1544,6
1545,6
1546,9
1547,10
1548,10
1549,4
1550,2
1551,8
1552,6
1553,4
1554,5
1555,4
1556,6
1557,3
1558,6
1559,9
1560,0
1561,8
1562,3
1563,9
1564,7
1565,6
1566,9
1567,0
1568,2
1569,5
1570,3
1571,8
1572,10
1573,3
1574,10
1575,4
1576,4
1577,9
1578,2
1579,7
1580,9
1581,6
1582,8
1583,9
1584,8
1585,0
1586,4
1587,5
1588,9
1589,4
1590,2
1591,10
1592,9
1593,10
1594,8
1595,4
1596,10
1597,7
1598,3
1599,10
1600,9
1601,4
1602,5
1603,9
1604,8
1605,8
1606,0
1607,4
1608,7
1609,6
1610,4
1611,0
1612,9
1613,9
1614,6
1615,6
1616,0
1617,2
1618,3
1619,3
1620,4
1621,0
1622,1
1623,1
1624,2
1625,2
1626,6
1627,2
1628,9
1629,1
1630,5
1631,0
1632,5
1633,3
1634,8
1635,3
1636,3
1637,3
1638,5
1639,1
1640,5
1641,4
1642,5
1643,4
1644,9
1645,2
1646,4
1647,8
1648,9
1649,8
1650,7
1651,10
1652,5
1653,3
1654,9
1655,3
1656,1
1657,3
1658,5
1659,4
1660,0
1661,4
1662,1
1663,5
1664,5
1665,5
1666,8
1667,0
1668,4
1669,4
1670,4
1671,6
1672,6
1673,5
1674,9
1675,4
1676,5
1677,7
1678,5
1679,3
1680,6
1681,5
1682,4
1683,3
1684,5
1685,5
1686,9
1687,3
1688,8
1689,10
1690,5
1691,2
1692,5
1693,9
1694,5
1695,9
1696,2
1697,2
1698,9
1699,5
1700,4
1701,9
1702,8
1703,4
1704,8
1705,8
1706,5
1707,10
1708,0
1709,6
1710,3
1711,10
1712,5
1713,4
1714,4
1715,9
1716,10
1717,5
1718,9
1719,5
1720,3
1721,5
1722,4
1723,4
1724,1
1725,9
1726,3
1727,10
1728,1
1729,3
1730,4
1731,2
1732,9
1733,5
1734,0
1735,6
1736,0
1737,6
1738,0
1739,8
1740,5
1741,0
1742,9
1743,9
1744,3
1745,0
1746,10
1747,4
1748,9
1749,9
1750,2
1751,4
1752,3
1753,4
1754,3
1755,5
1756,3
1757,7
1758,5
1759,9
1760,5
1761,4
1762,9
1763,6
1764,1
1765,9
1766,3
1767,5
1768,5
1769,8
1770,5
1771,5
1772,10
1773,5
1774,4
1775,5
1776,10
1777,9
1778,3
1779,4
1780,4
1781,8
1782,5
1783,9
1784,9
1785,6
1786,5
1787,4
1788,1
1789,9
1790,8
1791,0
1792,2
1793,0
1794,4
1795,9
1796,5
1797,5
1798,2
1799,1
1800,2
1801,4
1802,4
1803,8
1804,6
1805,4
1806,9
1807,5
1808,9
1809,4
1810,9
1811,4
1812,5
1813,1
1814,10
1815,9
1816,2
1817,4
1818,2
1819,10
1820,9
1821,10
1822,9
1823,9
1824,1
1825,2
1826,4
1827,9
1828,9
1829,5
1830,5
1831,2
1832,8
1833,2
1834,6
1835,1
1836,3
1837,9
1838,4
1839,10
1840,4
1841,4
1842,4
1843,8
1844,5
1845,5
1846,5
1847,4
1848,3
1849,8
1850,5
1851,5
1852,6
1853,4
1854,7
1855,2
1856,6
1857,5
1858,1
1859,6
1860,9
1861,2
1862,0
1863,5
1864,8
1865,2
1866,2
1867,2
1868,1
1869,2
1870,1
1871,5
1872,5
1873,10
1874,5
1875,9
1876,8
1877,9
1878,5
1879,6
1880,3
1881,8
1882,5
1883,3
1884,4
1885,0
1886,9
1887,8
1888,5
1889,4
1890,4
1891,9
1892,9
1893,7
1894,3
1895,0
1896,6
1897,5
1898,0
1899,5
1900,2
1901,3
1902,3
1903,0
1904,8
1905,2
1906,3
1907,5
1908,1
1909,5
1910,10
1911,3
1912,4
1913,4
1914,9
1915,9
1916,5
1917,5
1918,8
1919,3
1920,8
1921,10
1922,10
1923,0
1924,4
1925,5
