Id,Category
0,3
1,10
2,4
3,9
4,7
5,3
6,9
7,10
8,3
9,9
10,1
11,0
12,5
13,10
14,5
15,4
16,9
17,4
18,5
19,9
20,3
21,5
22,3
23,3
24,9
25,3
26,10
27,4
28,9
29,1
30,5
31,9
32,9
33,2
34,5
35,9
36,5
37,10
38,10
39,2
40,6
41,2
42,2
43,2
44,10
45,1
46,10
47,3
48,10
49,9
50,10
51,1
52,3
53,4
54,0
55,8
56,7
57,9
58,6
59,9
60,5
61,4
62,6
63,3
64,10
65,8
66,1
67,9
68,4
69,10
70,5
71,5
72,5
73,1
74,9
75,6
76,4
77,9
78,1
79,9
80,4
81,4
82,9
83,4
84,7
85,4
86,4
87,4
88,10
89,9
90,10
91,5
92,3
93,9
94,6
95,6
96,3
97,10
98,6
99,10
100,9
101,3
102,5
103,2
104,4
105,7
106,6
107,5
108,9
109,9
110,5
111,5
112,4
113,3
114,9
115,4
116,9
117,7
118,9
119,3
120,4
121,5
122,4
123,5
124,10
125,5
126,6
127,8
128,10
129,9
130,5
131,2
132,9
133,3
134,9
135,2
136,3
137,10
138,3
139,1
140,1
141,4
142,2
143,5
144,1
145,10
146,9
147,5
148,8
149,5
150,6
151,4
152,9
153,10
154,10
155,1
156,9
157,4
158,8
159,4
160,5
161,4
162,5
163,5
164,9
165,4
166,5
167,8
168,3
169,9
170,8
171,2
172,4
173,4
174,7
175,2
176,2
177,10
178,8
179,5
180,9
181,8
182,9
183,5
184,9
185,9
186,10
187,4
188,6
189,4
190,1
191,3
192,1
193,4
194,4
195,4
196,8
197,9
198,0
199,9
200,9
201,8
202,5
203,7
204,4
205,6
206,7
207,9
208,10
209,4
210,4
211,5
212,10
213,2
214,1
215,0
216,10
217,3
218,9
219,9
220,8
221,10
222,2
223,6
224,5
225,5
226,9
227,9
228,6
229,3
230,7
231,9
232,7
233,5
234,4
235,9
236,9
237,10
238,4
239,7
240,5
241,3
242,8
243,4
244,6
245,9
246,4
247,9
248,10
249,9
250,9
251,3
252,3
253,3
254,9
255,6
256,4
257,9
258,4
259,0
260,10
261,8
262,7
263,10
264,5
265,9
266,1
267,3
268,0
269,9
270,4
271,3
272,10
273,4
274,5
275,9
276,9
277,10
278,9
279,9
280,9
281,9
282,2
283,8
284,10
285,6
286,2
287,4
288,1
289,10
290,9
291,4
292,1
293,10
294,4
295,6
296,7
297,5
298,5
299,5
300,8
301,9
302,4
303,1
304,0
305,10
306,10
307,3
308,9
309,1
310,0
311,3
312,1
313,8
314,1
315,3
316,7
317,4
318,5
319,9
320,3
321,9
322,5
323,4
324,4
325,1
326,5
327,6
328,10
329,4
330,3
331,0
332,5
333,9
334,4
335,9
336,3
337,1
338,5
339,10
340,9
341,6
342,5
343,3
344,3
345,5
346,4
347,6
348,4
349,9
350,4
351,5
352,6
353,2
354,6
355,9
356,4
357,10
358,10
359,9
360,4
361,5
362,10
363,5
364,2
365,5
366,4
367,4
368,9
369,0
370,9
371,4
372,2
373,4
374,9
375,4
376,9
377,9
378,8
379,5
380,10
381,6
382,4
383,9
384,4
385,5
386,3
387,10
388,10
389,4
390,6
391,7
392,10
393,8
394,7
395,2
396,8
397,8
398,10
399,9
400,9
401,1
402,9
403,2
404,6
405,1
406,10
407,5
408,4
409,4
410,9
411,7
412,3
413,9
414,3
415,7
416,4
417,4
418,1
419,8
420,5
421,9
422,2
423,4
424,3
425,4
426,6
427,9
428,9
429,9
430,5
431,10
432,4
433,5
434,3
435,2
436,8
437,10
438,1
439,9
440,10
441,4
442,9
443,1
444,2
445,9
446,5
447,10
448,3
449,9
450,4
451,9
452,3
453,2
454,6
455,6
456,5
457,4
458,9
459,7
460,10
461,9
462,10
463,10
464,1
465,4
466,6
467,7
468,9
469,0
470,5
471,4
472,8
473,2
474,9
475,6
476,6
477,1
478,4
479,6
480,4
481,4
482,9
483,1
484,10
485,4
486,9
487,9
488,5
489,9
490,3
491,6
492,7
493,1
494,5
495,2
496,8
497,10
498,9
499,10
500,6
501,9
502,9
503,6
504,4
505,6
506,6
507,10
508,10
509,10
510,2
511,6
512,9
513,4
514,0
515,2
516,9
517,9
518,6
519,3
520,2
521,3
522,6
523,9
524,9
525,2
526,4
527,9
528,6
529,4
530,4
531,9
532,4
533,1
534,7
535,10
536,9
537,4
538,8
539,6
540,10
541,9
542,9
543,0
544,9
545,8
546,7
547,5
548,3
549,10
550,9
551,2
552,9
553,6
554,4
555,8
556,2
557,5
558,9
559,5
560,0
561,1
562,5
563,8
564,5
565,6
566,5
567,9
568,5
569,9
570,9
571,4
572,4
573,5
574,2
575,4
576,10
577,3
578,4
579,3
580,9
581,5
582,9
583,9
584,0
585,6
586,2
587,4
588,6
589,5
590,9
591,4
592,4
593,5
594,1
595,9
596,5
597,0
598,4
599,4
600,5
601,10
602,6
603,6
604,9
605,9
606,9
607,5
608,8
609,3
610,5
611,9
612,5
613,5
614,9
615,10
616,8
617,9
618,4
619,9
620,7
621,4
622,4
623,5
624,6
625,3
626,3
627,5
628,1
629,6
630,0
631,5
632,6
633,2
634,6
635,2
636,9
637,1
638,8
639,3
640,10
641,0
642,9
643,4
644,4
645,3
646,7
647,1
648,5
649,5
650,7
651,10
652,8
653,5
654,1
655,5
656,5
657,5
658,9
659,9
660,1
661,6
662,4
663,9
664,9
665,1
666,0
667,2
668,9
669,4
670,7
671,9
672,1
673,8
674,5
675,6
676,3
677,2
678,5
679,1
680,4
681,1
682,4
683,4
684,8
685,0
686,6
687,5
688,10
689,6
690,9
691,9
692,10
693,5
694,4
695,8
696,6
697,8
698,9
699,9
700,9
701,8
702,10
703,0
704,5
705,10
706,8
707,5
708,3
709,9
710,5
711,8
712,6
713,9
714,6
715,4
716,4
717,5
718,4
719,9
720,10
721,6
722,4
723,10
724,9
725,4
726,5
727,3
728,1
729,1
730,10
731,9
732,8
733,5
734,4
735,1
736,3
737,0
738,1
739,7
740,3
741,3
742,4
743,1
744,7
745,8
746,10
747,2
748,6
749,8
750,4
751,1
752,4
753,5
754,8
755,1
756,7
757,10
758,9
759,10
760,2
761,4
762,2
763,5
764,1
765,3
766,2
767,9
768,5
769,10
770,7
771,4
772,5
773,5
774,6
775,4
776,8
777,5
778,10
779,4
780,9
