Id,Category
0,3
1,10
2,8
3,9
4,6
5,0
6,9
7,8
8,3
9,2
10,4
11,0
12,5
13,10
14,5
15,4
16,9
17,4
18,5
19,3
20,3
21,5
22,3
23,3
24,1
25,3
26,10
27,8
28,9
29,3
30,5
31,9
32,8
33,4
34,5
35,2
36,5
37,10
38,10
39,3
40,6
41,1
42,2
43,5
44,5
45,1
46,10
47,3
48,8
49,9
50,10
51,1
52,3
53,4
54,0
55,8
56,7
57,0
58,6
59,9
60,5
61,8
62,6
63,3
64,10
65,8
66,3
67,9
68,4
69,10
70,5
71,5
72,6
73,1
74,5
75,7
76,0
77,3
78,5
79,9
80,0
81,4
82,9
83,8
84,7
85,8
86,4
87,4
88,10
89,6
90,4
91,0
92,3
93,5
94,6
95,6
96,1
97,2
98,6
99,10
100,9
101,8
102,8
103,5
104,4
105,7
106,6
107,5
108,9
109,3
110,5
111,5
112,5
113,3
114,9
115,4
116,9
117,7
118,9
119,3
120,0
121,5
122,0
123,0
124,3
125,5
126,6
127,8
128,10
129,9
130,5
131,3
132,3
133,3
134,9
135,3
136,3
137,10
138,3
139,0
140,8
141,9
142,5
143,8
144,9
145,10
146,9
147,5
148,2
149,5
150,9
151,4
152,6
153,0
154,10
155,1
156,8
157,1
158,8
159,5
160,5
161,4
162,5
163,5
164,9
165,4
166,5
167,8
168,3
169,9
170,8
171,1
172,4
173,9
174,3
175,6
176,2
177,10
178,8
179,4
180,3
181,8
182,9
183,6
184,6
185,9
186,10
187,4
188,0
189,4
190,0
191,3
192,3
193,4
194,7
195,5
196,8
197,9
198,0
199,1
200,9
201,8
202,5
203,7
204,4
205,6
206,7
207,9
208,10
209,3
210,8
211,5
212,8
213,3
214,1
215,0
216,10
217,3
218,6
219,0
220,5
221,2
222,5
223,6
224,5
225,5
226,9
227,9
228,6
229,3
230,0
231,9
232,7
233,0
234,3
235,8
236,9
237,10
238,4
239,0
240,5
241,3
242,0
243,4
244,2
245,5
246,3
247,9
248,10
249,9
250,9
251,3
252,3
253,3
254,9
255,6
256,0
257,9
258,3
259,0
260,8
261,8
262,4
263,10
264,5
265,9
266,1
267,3
268,0
269,9
270,4
271,3
272,10
273,5
274,0
275,9
276,9
277,0
278,9
279,9
280,9
281,9
282,2
283,0
284,10
285,0
286,1
287,4
288,3
289,10
290,9
291,4
292,1
293,8
294,0
295,6
296,7
297,0
298,8
299,5
300,6
301,9
302,6
303,1
304,0
305,10
306,5
307,8
308,9
309,0
310,0
311,0
312,7
313,8
314,2
315,3
316,7
317,0
318,8
319,9
320,3
321,5
322,5
323,0
324,4
325,3
326,2
327,6
328,10
329,5
330,8
331,0
332,9
333,9
334,0
335,9
336,3
337,1
338,5
339,10
340,9
341,6
342,5
343,8
344,0
345,5
346,4
347,6
348,4
349,9
350,4
351,8
352,6
353,2
354,0
355,1
356,0
357,10
358,8
359,9
360,4
361,5
362,10
363,5
364,8
365,5
366,4
367,4
368,2
369,0
370,9
371,0
372,2
373,4
374,3
375,0
376,9
377,9
378,7
379,5
380,10
381,6
382,6
383,2
384,4
385,0
386,9
387,10
388,10
389,0
390,0
391,0
392,10
393,10
394,7
395,3
396,9
397,8
398,8
399,9
400,9
401,1
402,9
403,9
404,6
405,3
406,10
407,8
408,5
409,4
410,9
411,7
412,3
413,7
414,3
415,7
416,9
417,4
418,1
419,8
420,5
421,9
422,5
423,0
424,3
425,8
426,6
427,6
428,9
429,9
430,9
431,0
432,7
433,8
434,3
435,2
436,8
437,10
438,1
439,1
440,10
441,4
442,1
443,1
444,5
445,3
446,0
447,10
448,0
449,2
450,4
451,9
452,3
453,2
454,6
455,6
456,5
457,4
458,8
459,7
460,10
461,9
462,10
463,4
464,1
465,4
466,6
467,7
468,9
469,0
470,5
471,4
472,8
473,8
474,9
475,3
476,6
477,1
478,4
479,6
480,0
481,4
482,3
483,1
484,10
485,4
486,0
487,9
488,5
489,9
490,3
491,6
492,7
493,1
494,5
495,5
496,8
497,8
498,5
499,10
500,3
501,1
502,5
503,7
504,4
505,6
506,6
507,9
508,10
509,10
510,2
511,6
512,9
513,9
514,0
515,2
516,9
517,9
518,5
519,3
520,5
521,3
522,7
523,9
524,8
525,2
526,8
527,1
528,6
529,0
530,4
531,1
532,4
533,3
534,7
535,10
536,9
537,0
538,8
539,5
540,2
541,1
542,5
543,0
544,9
545,8
546,0
547,5
548,3
549,8
550,8
551,5
552,9
553,6
554,0
555,5
556,3
557,3
558,9
559,5
560,0
561,8
562,0
563,8
564,0
565,9
566,5
567,9
568,8
569,3
570,5
571,5
572,10
573,5
574,2
575,4
576,3
577,3
578,3
579,0
580,0
581,5
582,5
583,9
584,0
585,3
586,2
587,3
588,3
589,8
590,9
591,4
592,4
593,5
594,0
595,9
596,0
597,0
598,4
599,4
600,5
601,10
602,3
603,6
604,4
605,9
606,9
607,5
608,4
609,5
610,5
611,9
612,5
613,8
614,9
615,10
616,8
617,9
618,0
619,2
620,7
621,3
622,4
623,8
624,9
625,0
626,0
627,5
628,9
629,6
630,0
631,0
632,2
633,2
634,9
635,3
636,9
637,0
638,5
639,3
640,10
641,0
642,9
643,3
644,0
645,0
646,6
647,5
648,5
649,3
650,7
651,10
652,8
653,5
654,5
655,8
656,5
657,8
658,8
659,3
660,1
661,6
662,3
663,9
664,9
665,1
666,6
667,5
668,6
669,0
670,0
671,9
672,3
673,0
674,0
675,9
676,3
677,5
678,2
679,1
680,1
681,3
682,5
683,4
684,3
685,0
686,3
687,4
688,10
689,6
690,5
691,9
692,4
693,5
694,0
695,8
696,6
697,8
698,0
699,9
700,0
701,0
702,10
703,0
704,3
705,10
706,8
707,0
708,8
709,9
710,0
711,8
712,6
713,9
714,6
715,4
716,4
717,8
718,4
719,9
720,8
721,6
722,4
723,10
724,9
725,0
726,5
727,3
728,0
729,3
730,8
731,0
732,8
733,5
734,4
735,1
736,3
737,0
738,1
739,7
740,3
741,3
742,8
743,3
744,7
745,0
746,10
747,2
748,6
749,8
750,4
751,0
752,8
753,5
754,5
755,3
756,8
757,8
758,9
759,10
760,2
761,5
762,8
763,8
764,1
765,0
766,2
767,9
768,9
769,10
770,4
771,4
772,5
773,5
774,3
775,9
776,8
777,5
778,8
779,4
780,9
